TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom
389490,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2007,VOLVO,XC90,BLK,184 MAGNOLIA ST,04032021,1108,"(41.78208631922389, -72.6866259444594)"
390204,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2004,HONDA,ACCORD,BLK,266 SAYBROOKE ST,04232021,1823,"(41.74633376279466, -72.70243905884018)"
390236,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,TX,09592J2,2003,JEEP,LIBERTY,BROWN,1 UNION PL,04242021,1905,"(41.768881074503135, -72.68159008177983)"
390233,,,860-246-7616,CT,AY30367,2008,SUBARU,OUTBACK,BLUE,2995 MAIN ST,04242021,1844,"(41.79342742040793, -72.66695165393602)"
390239,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,8AKUP8,2014,ACURA,RL,WHITE,AIRPORT RD & BRAINARD RD,04242021,1942,"(41.739189813387206, -72.6600425568375)"
390237,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2003,NISSAN,ALTIMA,GREEN,90 BRAINARD RD,04242021,1909,"(41.73824314712848, -72.65946783857022)"
390238,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2002,TOOTA,CAMRY,BLUE,90 BRAINARD RD,04242021,1923,"(41.73824314712848, -72.65946783857022)"
390234,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2005,ACURA,RL,SILVER,560 WETHERSFIELD AV,04242021,1852,"(41.74070711463582, -72.67145491010751)"
390235,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2008,AUDI,A5,GRAY,121 EAST ELLIOTT ST,04242021,1856,"(41.74701443529856, -72.66764635668301)"
390206,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2009,DUCATI,MONSTER 69,WHI,BLUE HILLS AV & COLEBROOK ST,04232021,1856,"(41.795050142264365, -72.69682539194027)"
390205,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2000,HOND,CIVIC,GRN,LINCOLN ST & WASHINGTON ST,04232021,1837,"(41.75353785394332, -72.68284782620417)"
390242,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,335UJZ,2003,HONDA,ACCORD,BLACK,FARMINGTON AV & SIGOURNEY ST,04242021,2027,"(41.76781773890582, -72.6937830399814)"
390245,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AE66827,2004,HONDA,PILOT,MAROON,110 BRAINARD RD,04242021,2038,"(41.73733137012596, -72.65938136298696)"
390241,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,3AVGR8,1997,HONDA,ACCORD,GREEN,FARMINGTON AV & SIGOURNEY ST,04242021,2025,"(41.76781773890582, -72.6937830399814)"
390240,,,860-296-1518,,,2003,HONDA,ACCORD,BLACK,10 MARSHALL ST,04242021,1939,"(41.76857331140937, -72.69822853453705)"
390243,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,NY,KKS9925,2021,FORD,BRONCO,GRAY,1000 MAIN ST,04242021,2026,"(41.76903864303708, -72.67278346271709)"
390207,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2002,HONDA,ACCORD,BLK,147 WASHINGTON ST,04232021,2028,"(41.75807592484339, -72.68288109580364)"
390246,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AW02661,1999,MERCURY,GRAND MARQ,TAN,110 BRAINARD RD,04242021,2054,"(41.73733137012596, -72.65938136298696)"
390247,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,0000,MAVERICK,CAN AM,ORANGE,FRANKLIN AV & WHITMORE ST,04242021,2121,"(41.74529544699277, -72.67674858718074)"
390248,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AU75588,2001,CHEVROLET,SUBURBAN,WHITE,I 84E-FROM FLATBUSH AV,04242021,2130,"(90.0, -72.75)"
390208,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,MA,3NSH79,2021,NISS,KICKS,GRAY,291 WESTLAND ST,04232021,2131,"(41.79201865901168, -72.68520045890045)"
390249,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AU53488,2018,VOLKSWAGON,GOLF,BLACK,16 CHAPIN PL,04242021,2220,"(41.74039227602753, -72.67075457052654)"
390101,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AU08705,2016,MERCEDES,C300,BLACK,161 WASHINGTON ST,04202021,2016,"(41.75769161506555, -72.68292738006475)"
390261,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AY33636,2016,LEXUS,1S300,BLK,ALBANY AV & HOMESTEAD AV,04252021,0619,"(41.78430228034371, -72.70301743891186)"
390265,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AV12732,2005,AUDI,A4,GRY,MARKET ST & MORGAN ST,04252021,0731,"(41.76937825920395, -72.67089417036838)"
390266,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AX458829,2010,LINCOLN,MKZ,GRY,MARKET ST & MORGAN ST,04252021,0733,"(41.76937825920395, -72.67089417036838)"
390264,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,IL,P1050537,2017,KENWORTH,TRACTOR,WHITE,ASHLEY ST & GARDEN ST,04252021,0654,"(41.77347854389127, -72.68706316208286)"
390104,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,BA00716,2009,HONDA,CRV,GRAY,PARK ST & WOLCOTT ST,04202021,2154,"(41.75800232482891, -72.68505574489222)"
390103,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AT00137,2008,HONDA,ACCORD,GRAY,BROAD ST & LINCOLN ST,04202021,2127,"(41.7533953707836, -72.68710966474657)"
390102,,,860-293-2442,CT,AX95846,2010,CHEVY,MALIBA,TAN,98 GARDEN ST,04202021,2205,"(41.77063232437217, -72.68550172976464)"
389928,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AW52213,2013,DODGE,AVENGER,WHITE,1 RESERVE RD,04152021,0225,"(41.752042779020115, -72.65841415416585)"
390269,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2003,MERZ,CLK 500,BLK,12 JACKSON BLVD,04252021,1621,"(41.79593724177159, -72.6802123113257)"
390105,,,860-246-7616,FL,JANQ12,2020,TOYOTA,CAMRY,GRAY,1000 MAIN ST,04202021,2211,"(41.76903864303708, -72.67278346271709)"
390250,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2009,NISSAN,ALTIMA,WHITE,90 AIRPORT RD,04242021,2330,"(41.73841222582422, -72.6671010730586)"
390251,,,860-296-1518,CT,AH65771,2003,SATURN,L200,GREEN,55 TRUMBULL ST,04252021,0009,"(41.76544374178968, -72.67653280963901)"
389451,,,860-293-2442,,,1997,NISSAN,MAXIMA,TAN,395 GARDEN ST,04022021,0342,"(41.77997346033054, -72.68505604725931)"
390270,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CA,8PGK265,2020,FORD,EDGE,BLK,162 MAGNOLIA ST,04252021,1854,"(41.78145227471649, -72.68680912830142)"
390271,,,860-236-2602,GA,CLJ7721,2020,NISSAN,ALTIMA,GRAY,98 GARDEN ST,04252021,1959,"(41.77063232437217, -72.68550172976464)"
390106,,,860-246-7616,OH,HWS8871,2020,NISSAN,ALTIMA,SILVER,887 ASYLUM AV,04202021,2301,"(41.77000442275173, -72.69479177248522)"
390272,,,860-236-2602,,,2000,HONDA,ACCORD,GRN,33 GRAY ST,04252021,2046,"(41.763915300207, -72.70859251710752)"
390274,,,860-246-7616,CT,BA27806,2017,HYUNDRA,SONATA,WHITE,815 WETHERSFIELD AV,04252021,2156,"(41.733646709278524, -72.67062650246032)"
390273,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AY47614,2017,HYUNDAI,ELANTRA,BLUE,21 BOND ST,04252021,2101,"(41.74458412332089, -72.67417701914628)"
390141,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,TX,09958B4,2009,NISSAN,ALTIMA,SIL,2 F D OATES AV,04222021,0114,"(41.7821645467569, -72.67906785429166)"
390275,CROSS COUNTRY TOWING,"100 AIRPORT RD. HARTFORD, CT. 06114",860-296-2826,CT,AW30242,2011,HONDA,ACCORD,BLACK,76 WEBSTER ST,04252021,2320,"(41.74557087190926, -72.68283177097392)"
390276,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2007,SATURN,OUTLOOK,GRAY,93 RIDGEFIELD ST,04252021,2327,"(41.78781564872783, -72.69606644853515)"
389895,,,860-296-8588,,,2002,HONDA,ODYSSEY,GRAY,10 SOUTH MARSHALL ST,04142021,0403,"(41.764414190729305, -72.69848926027738)"
389438,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2003,NISSAN,ALTIMA,RED,235 WETHERSFIELD AV,04012021,1959,"(41.74933894275835, -72.67398173017514)"
389739,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,PA,LCJ3642,2019,DODGE,JOURNEY,WHITE,47 SUMNER ST,04092021,2155,"(41.770905742917535, -72.69069363682439)"
389515,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AR29449,2007,AUDI,A4,GRAY,FAIRFIELD AV & WHITE ST,04032021,2327,"(41.73509707002169, -72.69280137319299)"
389332,,,860-236-2602,CT,AZ94569,2004,HONDA,ELEMENT,SLVER,101 VAN BLOCK AV,03302021,0255,"(41.7558422102729, -72.66792681588277)"
389942,,,860-246-7616,,,2003,ACURA,MDX,BLUE,2495 MAIN ST,04152021,1041,"(41.788383935596705, -72.67290868718257)"
389950,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,6AUEK2,2008,HONDA,ACCORD,WHITE,140 ASYLUM ST,04152021,1522,"(41.767208920780824, -72.67582936678735)"
389657,,,860-296-1518,CT,756KBX,2011,FORD,FOCUS,WHITE,18 SHERMAN ST,04082021,1114,"(41.767577241518396, -72.70681560291199)"
389688,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AV64316,2003,HONDA,CIVIC,SILVER,11 CLARENDON ST,04092021,0304,"(41.73769646796545, -72.6847216695549)"
389246,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2005,HONDA,PILOT,BLUE,66 SHARON ST,03272021,0054,"(41.789575816181205, -72.70157135442672)"
389266,,,860-296-9663,CT,681ZZK,2011,TOYOTA,CAMRY,GRN,2995 MAIN ST,03272021,2136,"(41.79342742040793, -72.66695165393602)"
389420,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AX87786,2005,CHEVY,TRAILBLAZE,BLU,WESTON ST & JENNINGS RD,04012021,1050,"(41.78894037372077, -72.66221700727658)"
389496,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2001,NISS,MAXIMA,TAN,46 BEDFORD ST,04032021,1337,"(41.77668323512514, -72.68493653587272)"
389272,,,860-246-7616,MA,2ZFG79,2017,SUBARU,WRX,WHITE,416 FRANKLIN AV,03282021,0130,"(41.738289226378065, -72.67521254112509)"
389638,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,NY,JDM9613,2018,BMW,X1,WHITE,1000 MAIN ST,04072021,2316,"(41.76903864303708, -72.67278346271709)"
389946,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AA64257,2000,AUDI,A4,GREY,587 MAPLE AV,04152021,1225,"(41.74421880471192, -72.682299392809)"
389485,,,860-246-7616,CT,BA29100,2021,HONDA,CIVIC,GREY,63 HUNTINGTON ST,04032021,0517,"(41.77233819350409, -72.69179110855247)"
389814,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AY16502,2007,FORD,EDGE,WHITE,30 FOREST ST,04122021,0832,"(41.763660342299765, -72.70027526697594)"
389283,,,860-296-5382,CT,AW41406,2020,HYUNDAI,ELANTRA,BLACK,400 ASYLUM ST,03282021,1407,"(41.76772215384483, -72.68072658318975)"
389464,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AH38048,2014,NISSAN,ALTIMA,WHITE,28 VINE ST,04022021,1219,"(41.77998233889463, -72.68823457123804)"
389256,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,BA62328,2015,NISS,JUKE,GRY,754 MAPLE AV,03272021,1120,"(41.73949889306967, -72.68423817626658)"
389580,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2007,HONDA,ACCORD,BLUE,20 MAY ST,04062021,0927,"(41.773943811105816, -72.69396983927886)"
389337,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,AZ,63193,2008,NISSAN,ALTIMA,GRAY,102 MARY SHEPARD PL,03302021,0858,"(41.78058602397703, -72.6746912583132)"
389879,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,WA,BTP3454,2020,KIA,OPTIMA,GRAY,WESTON ST & JENNINGS RD,04132021,1928,"(41.78894037372077, -72.66221700727658)"
389472,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2006,CHRYSLER,PACIFICA,GRAY,LOCUST ST & MEADOW ST,04022021,1743,"(90.0, -72.75)"
389901,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AY38846,2017,HONDA,ACCORD,GRY,80 ATWOOD ST,04142021,0827,"(41.77547316049942, -72.69578759701987)"
389352,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,MA,1WGH55,2013,TOYOTA,CAMRY,BLACK,47 SUMNER ST,03302021,1320,"(41.770905742917535, -72.69069363682439)"
389940,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,22CD80,2012,TOYOTA,TUNDRA,RED,57 ST CLAIRE ST,04152021,1039,"(90.0, -72.75)"
389969,,,860-246-7616,CT,AU75767,1996,TOYOTA,COROLLA,GRN,396 GARDEN ST,04162021,0457,"(41.779880805015644, -72.6847013126518)"
389703,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2004,JEEP,GRAND CHRK,GRY,99 WEBSTER ST,04092021,1151,"(41.74654922726078, -72.68338163136158)"
389775,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,0AJGW6,2000,HONDA,ACCORD,BLACK,53 ALBANY AV,04102021,2316,"(41.774233568745835, -72.67845006637884)"
389651,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,ME,2261XY,2009,LEXUS,IS250,GRAY,26 CONGRESS ST,04082021,1012,"(41.75449901553828, -72.67598718760118)"
389448,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AV88337,2014,HONDA,ACCORD,GRAY,GREENFIELD ST & VINE ST,04022021,0206,"(41.78371163152514, -72.68831055094127)"
389526,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AT13757,2015,NISSAN,ALTIMA,BROWN,ADAMS ST & ALBANY AV,04042021,1557,"(41.78317982816101, -72.69922899869508)"
389686,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2003,MAZDA,MPV,GRAY,60 NILES ST,04092021,0122,"(41.770101565727494, -72.69765406057827)"
389380,,,860-296-1518,CT,AF90612,2016,HONDA,CIVIC,WHITE,2074 PARK ST,03312021,0511,"(41.756394610308575, -72.71375897062978)"
389932,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AX24146,2020,KIA,OPTIMA,GRAY,65 BABCOCK ST,04152021,0515,"(41.76196442924245, -72.68936811706763)"
389847,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,BA33851,2007,BMW,328,WHITE,241 LAUREL ST,04132021,0645,"(41.765765280120334, -72.69766672962287)"
389519,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AZ77033,2020,HONDA,ACCORD,BLACK,MAIN ST & PLEASANT ST,04042021,0104,"(41.77174284214623, -72.67558055614995)"
389809,,,860-296-2826,CT,BA45438,2021,NISSAN,ROGUE,BLACK,76 WEBSTER ST,04122021,0349,"(41.74557087190926, -72.68283177097392)"
389604,,,860-296-1518,TX,521776C,2010,FORD,TAURUS,BLUE,249 SISSON AV,04072021,0200,"(41.76575148863459, -72.70766498885835)"
389782,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,BA62560,2008,INFINITI,G35,SILVER,CENTRAL ROW & MAIN ST,04112021,0351,"(41.765842878027485, -72.67331974334479)"
389333,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AV44098,2006,HYUNDAI,ELANTRA,TAN,156 NEW BRITAIN AV,03302021,0441,"(41.744873480299496, -72.68805763661936)"
389457,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,PA,3604606,2007,INFINITI,G35,WHITE,270 LAUREL ST,04022021,1013,"(41.76643243554058, -72.69696318633216)"
389542,,,860-296-2826,CT,65140,2012,ACURA,TL,RED,590 WETHERSFIELD AV,04052021,0336,"(41.73997929183314, -72.67156322515463)"
389732,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2005,ACURA,RL,GREY,GARDEN ST & RISLEY ST,04092021,2010,"(90.0, -72.75)"
389811,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,PA,APX5009,2019,NISSAN,ALTIMA,GRAY,47 SUMNER ST,04122021,0722,"(41.770905742917535, -72.69069363682439)"
389864,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AZ88542,2001,NISSAN,SENTRA,GRAY,28 TOWNLEY ST,04132021,1343,"(41.77224545988233, -72.69620964428418)"
389723,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,BB80501,2011,NISSAN,ROGUE,GREY,CHATHAM ST & GRANBY ST,04092021,1759,"(41.791009037702494, -72.70510970458422)"
389702,,,860-296-9663,,,2001,CHEVORLET,VENTURE,BLUE,507 FLATBUSH AV,04092021,1148,"(41.74209996618322, -72.71254775016966)"
389578,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AE6847,2007,BMW,530XI,BLACK,62 SOUTH PROSPECT ST,04062021,0917,"(41.760195362339076, -72.67320481904441)"
389696,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,00NBTB,1996,HONDA,ACCORD,GOLD,101 MARY SHEPARD PL,04092021,0920,"(41.78063130793305, -72.67469670629507)"
389625,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,1AUAD8,2015,MITSUBISHI,LANCER,SILVER,50 JENNINGS RD,04072021,1611,"(41.785707025105594, -72.6524213894002)"
389525,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,486YAO,2012,TOYOTA,CAMRY,GRAY,ADAMS ST & ALBANY AV,04042021,1557,"(41.78317982816101, -72.69922899869508)"
389353,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,BA54598,2017,NISSAN,SENTTRA,GRAY,158 STONINGTON ST,03302021,1424,"(41.75458618116131, -72.66754626996949)"
389443,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AW83109,2016,CADILLAC,CTS,GRY,CAMPFIELD AV & STANDISH ST,04012021,2231,"(41.735292175967345, -72.68121959238515)"
389708,,,860-236-2602,,,2009,TOYOTA,CAMRY,BLUE,1150 ALBANY AV,04092021,1246,"(41.78210408989633, -72.69546778684153)"
389823,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,484XMP,2009,NISSAN,ROGUE,GRAY,BUSHNELL ST & FRANKLIN AV,04122021,1550,"(41.740949207681766, -72.67599654014535)"
389288,,,860-216-5474,NC,HEW3195,2021,KIA,OPTIMA,SILVER,21 EVERGREEN AV,03282021,1659,"(41.76553098462914, -72.71006489654393)"
389557,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,NY,GRB9443,2010,HONDA,ACCORD,BLK,79 RETREAT AV,04052021,1300,"(41.753814765353845, -72.6786399113419)"
389697,,,860-296-8588,,,1999,NISSAN,MAXIMA,GRAY,5 WOOSTER ST,04092021,0934,"(41.77936974338262, -72.67502076625865)"
389486,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AL75519,2014,NISSAN,PATHFINDER,BLACK,FERN ST & GIRARD AV,04032021,0521,"(41.770607168066455, -72.70878681262373)"
389500,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,1999,ACRUA,3.2TL,GRY,48 ASHLEY ST,04032021,1449,"(41.773975401000584, -72.68920079723398)"
389346,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2009,INFINITI,G37X,GRY,90 STERLING ST,03302021,1143,"(41.780200831704775, -72.69313744500546)"
389890,,,860-296-8588,CT,BB55694,2008,INFINITI,QX56,GRAY,100 HENDRICXSEN AV,04142021,0051,"(41.751077216511725, -72.66157102441575)"
389630,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AW57203,2008,FORD,EDGE,WHI,1 91N EXT 39,04072021,1944,"(90.0, -72.75)"
389926,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,4AUXK6,2012,HONDA,CIVIC,BLK,GROTON ST & WYLLYS ST,04152021,0140,"(41.756405908127476, -72.67363311239579)"
389639,,,860-216-5474,MA,3NXG99,2021,NISSAN,VERSA,GRAY,76 WEBSTER ST,04082021,0058,"(41.74557087190926, -72.68283177097392)"
389961,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,932ZJP,2014,TOYOTA,TUNDRA,GRAY,304 ALBANY AV,04152021,2005,"(41.776816063212664, -72.68168603296968)"
389535,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AN85908,2013,KIA,SPORTAGE,GRAY,BLUE HILLS AV & HOLCOMB ST,04042021,2142,"(41.79598183461384, -72.69651037153888)"
389262,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2007,TOYOTA,CAMRY,TAN,BURTON ST & HOMESTEAD AV,03272021,2028,"(41.7764566767958, -72.69012001175224)"
389407,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2004,HONDA,ACCORD,SILVER,24 FLORENCE ST,03312021,2120,"(41.77689368824183, -72.67861461248596)"
389614,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2011,BMW,535,GRAY,EARLE ST & HAMPTON ST,04072021,1128,"(41.7915253259028, -72.67386811233263)"
389835,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH62714,2013,AUDI,A6,BLACK,2814 MAIN ST,04122021,2252,"(41.79162356091112, -72.66893940508832)"
389897,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,BB,17983,2021,MAZDA,3,GRAY,MAIN ST & WETHERSFIELD AV,04142021,0615,"(90.0, -72.75)"
389721,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AR37766,2002,FORD,ESCAPE,YELLOW,FARMINGTON AV & SHERMAN ST,04092021,1715,"(90.0, -72.75)"
389252,,,860-296-9663,CT,AU59575,2006,HONDA,ACCORD,BLACK,519 FARMINGTON AV,03272021,1005,"(41.7660994066772, -72.7090326725294)"
389331,,,860-236-2602,CT,AY93199,2014,HYUNDAI,ELANTRA,BLACK,240 SOUTH WHITNEY ST,03302021,0100,"(41.76495433297108, -72.71045765879163)"
389300,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2015,VOLKSWAGEN,PASSAT,GRAY,BODWELL ST & FRANKLIN AV,03292021,0251,"(41.73872922808728, -72.6756123317177)"
389612,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AC17280,2017,LEXUS,RX350,WHITE,56 TREDEAU ST,04072021,0853,"(41.729226092312004, -72.67674151913607)"
389447,,,860-296-1518,,,1985,CHEVY,VAN/CAMPER,UNK,550 FARMINGTON AV,04022021,0107,"(41.76649519635838, -72.7106217261739)"
389797,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MA,2JM591,2015,FORD,EXPLORER,WHITE,VINE ST & WESTLAND ST,04122021,0020,"(41.79251035858909, -72.68669319170749)"
389281,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2001,HONDA,CRV,GRY,KIBBE ST & MADISON AV,03282021,1255,"(41.75347743017857, -72.71137917373883)"
